Site.code,lat,long,Reef,Site,Zone,alk_mean,alk_median,alk_sd,Chl_a_sum_mean,Chl_a_sum_median,Chl_a_sum_sd,DIC_mean,DIC_median,DIC_sd,DIN_mean,DIN_median,DIN_sd,DIP_mean,DIP_median,DIP_sd,Ed100,Ed90,Edmean,Ef100,Ef90,Efmean,EpiPAR_mean,EpiPAR_median,EpiPAR_sd,EpiPAR_sg_mean,EpiPAR_sg_median,EpiPAR_sg_sd,FineSed_mean,FineSed_median,FineSed_sd,Hs100,Hs70,Hs80,Hs90,Hs95,Hsmean,Kd_490_mean,Kd_490_median,Kd_490_sd,NH4_mean,NH4_median,NH4_sd,NO3_mean,NO3_median,NO3_sd,omega_ar_expose_mean,omega_ar_expose_median,omega_ar_expose_sd,omega_ar_mean,omega_ar_median,omega_ar_sd,Oxygen_mean,Oxygen_median,Oxygen_sd,PAR_mean,PAR_median,PAR_sd,PAR_z_mean,PAR_z_median,PAR_z_sd,PH_mean,PH_median,PH_sd,salt_mean,salt_median,salt_sd,Secchi_mean,Secchi_median,Secchi_sd,TC_mean,TC_median,TC_sd,temp_mean,temp_median,temp_sd,TN_mean,TN_median,TN_sd,TP_mean,TP_median,TP_sd,Tp100,Tp90,Tp99,Tpmean,Turbidity_mean,Turbidity_median,Turbidity_sd,ubed100,ubed90,ubedmean,ubedmean_pred,UonrootT100,UonrootT90,uWSL100,uWSL90,uWSL99,MaxMonthlyMean,MinMonthlyMean,MonthlyRange
KEML_BA1S,-23.15056,150.90279,KEML,BA1,S,2171.041652,2179.33252,51.11542021,0.363955443,0.217030481,0.331990618,22404.89427,22533.90234,560.9639788,4.644501074,0.05476927,13.60954048,2.567627469,0.547938049,5.274021247,3607.19043,409.5505066,191.1128099,23817.9579,2189.277412,1070.099535,0.00048984,0.000486452,0.000258967,0.00048984,0.000486452,0.000258967,8.28E-06,9.61E-07,4.52E-05,2.374016868,0.573346092,0.669131133,0.814135664,0.947165178,0.46980232,0.129501264,0.061766792,0.186074887,0.354380485,0.025567384,1.774330837,4.290182355,0.029153816,12.27471348,793.0641339,811.5744629,445.6002725,3.341794939,3.275574446,0.272505445,7084.828826,7069.751953,369.6378083,0.00048984,0.000486452,0.000258967,0.000595523,0.000588474,0.000294053,8.064162205,8.062229156,0.037623397,35.72532167,35.83927345,0.596491956,8.719068805,9.540775299,3.106656834,23139.16792,23250.2793,706.8674293,25.1334395,25.40778828,2.713065533,123.7821203,113.7219238,38.97615589,14.750825,12.4119339,7.527558639,13.82966921,8.86684174,10.68972524,6.526636124,0.761710962,0.406413168,1.077707873,1.129007936,0.362222893,0.247816612,0.247816612,0.686383413,0.181638714,1.235220048,0.455396073,0.656792541,29.72119331,20.6400013,9.081192017
KENK_BA1F,-23.08429,150.886,KENK,BA1,F,2190.248648,2197.866455,51.37159746,0.323665038,0.205764458,0.281554599,22586.56909,22697.21289,557.9772632,2.61223893,0.080821231,9.274187711,1.927801595,0.353116155,4.697327954,1390.211494,257.3224708,115.0108312,6454.427789,815.8224487,412.3070645,0.000915086,0.000898326,0.000378678,0.000915086,0.000898326,0.000378678,2.78E-06,3.49E-07,1.52E-05,1.487649123,0.455872062,0.543552485,0.653667563,0.734453089,0.361195243,0.103316759,0.058075622,0.135380314,0.213316367,0.03296233,1.522032267,2.398973701,0.045737296,8.039329936,685.881617,698.5621948,395.9418704,3.395346194,3.343991756,0.266205492,7029.386005,7001.339355,322.3167657,0.000915086,0.000898326,0.000378678,0.001000797,0.000986847,0.000406552,8.064844617,8.062804222,0.036576574,35.70292109,35.81592751,0.643920038,11.12611634,12.48486328,3.89406652,23275.09677,23362.58594,698.7798251,25.10431782,25.33426857,2.667050224,114.6578094,106.2542038,33.50890072,13.37591527,11.28505993,6.764518997,10.75056309,6.156735632,8.034396383,3.814800077,0.609781632,0.381308585,0.74715405,0.631665064,0.211877083,0.141157043,0.141157043,0.779700942,0.255017469,0.924694479,0.446126875,0.569212516,29.85455894,20.79389572,9.060663223
KENK_BA1S,-23.08432,150.88542,KENK,BA1,S,2192.276469,2197.623779,39.13024519,0.351625091,0.214206859,0.326193348,22605.85847,22698.43555,452.4252947,2.411617375,0.06221094,8.034185382,1.781763002,0.358438104,3.784652504,1499.858249,274.2760179,122.2946803,6989.184516,797.6464979,413.0136515,0.000505162,0.000495902,0.000250185,0.000505162,0.000495902,0.000250185,3.74E-06,5.79E-07,1.95E-05,1.545515961,0.472992029,0.561260773,0.673307704,0.75508574,0.373070833,0.10801437,0.060675744,0.149024924,0.192845874,0.026044575,1.154469703,2.218831695,0.035010967,7.095930022,709.2313299,724.100708,410.9998514,3.394733357,3.340214968,0.262009233,7032.408802,7006.02832,330.3800278,0.000505162,0.000495902,0.000250185,0.000610244,0.000600555,0.000284376,8.067022085,8.064884186,0.035932564,35.71500358,35.81556129,0.578039096,11.12611634,12.48486328,3.89406652,23294.53212,23360.64258,621.3992403,25.09653109,25.33934402,2.665668243,114.0481993,106.2230377,30.61932916,13.21663847,11.30645752,5.880920092,10.4735259,5.963003,7.863469601,3.62800426,0.648954272,0.396384418,0.905665579,0.525991579,0.151587283,0.102563408,0.102563408,0.72554038,0.257856376,0.885144201,0.446312279,0.554599384,29.59016418,20.68545532,8.904708862
KENK_FL1F,-23.08508,150.89891,KENK,FL1,F,2190.248648,2197.866455,51.37159746,0.323665038,0.205764458,0.281554599,22586.56909,22697.21289,557.9772632,2.61223893,0.080821231,9.274187711,1.927801595,0.353116155,4.697327954,502.3500502,125.4605052,60.99139023,2361.677382,403.8926019,234.5121494,0.000915086,0.000898326,0.000378678,0.000915086,0.000898326,0.000378678,2.78E-06,3.49E-07,1.52E-05,0.89414574,0.350339896,0.405401886,0.464631988,0.507421898,0.270445426,0.103316759,0.058075622,0.135380314,0.213316367,0.03296233,1.522032267,2.398973701,0.045737296,8.039329936,685.881617,698.5621948,395.9418704,3.395346194,3.343991756,0.266205492,7029.386005,7001.339355,322.3167657,0.000915086,0.000898326,0.000378678,0.001000797,0.000986847,0.000406552,8.064844617,8.062804222,0.036576574,35.71256308,35.81194687,0.58446799,11.12611634,12.48486328,3.89406652,23275.09677,23362.58594,698.7798251,25.11789883,25.33714962,2.64364825,114.6578094,106.2542038,33.50890072,13.37591527,11.28505993,6.764518997,11.07970121,6.429925707,8.192353037,4.356258975,0.609781632,0.381308585,0.74715405,0.406687366,0.189143053,0.123602047,0.123602047,0.68161922,0.176566953,0.678192503,0.324065867,0.39226477,29.83807755,20.84785461,8.990222931
KENK_FL1S,-23.08526,150.89906,KENK,FL1,S,2192.276469,2197.623779,39.13024519,0.351625091,0.214206859,0.326193348,22605.85847,22698.43555,452.4252947,2.411617375,0.06221094,8.034185382,1.781763002,0.358438104,3.784652504,515.3097805,128.245085,62.11319521,2565.754205,409.1547479,239.9285533,0.000505162,0.000495902,0.000250185,0.000505162,0.000495902,0.000250185,3.74E-06,5.79E-07,1.95E-05,0.905827463,0.353394445,0.409120881,0.469105055,0.512454761,0.272845808,0.10801437,0.060675744,0.149024924,0.192845874,0.026044575,1.154469703,2.218831695,0.035010967,7.095930022,709.2313299,724.100708,410.9998514,3.394733357,3.340214968,0.262009233,7032.408802,7006.02832,330.3800278,0.000505162,0.000495902,0.000250185,0.000610244,0.000600555,0.000284376,8.067022085,8.064884186,0.035932564,35.71915965,35.81476593,0.548974333,11.12611634,12.48486328,3.89406652,23294.53212,23360.64258,621.3992403,25.07338539,25.3067894,2.64278765,114.0481993,106.2230377,30.61932916,13.21663847,11.30645752,5.880920092,10.76177067,6.365451707,8.133958075,4.21431462,0.648954272,0.396384418,0.905665579,0.329350925,0.139508987,0.090323199,0.090323199,0.642887168,0.172522032,0.697252267,0.303818812,0.369764725,29.50406265,20.72797203,8.776090622
OCCH_BA1F,-18.65321,147.70871,OCCH,BA1,F,2251.468617,2251.458008,4.83300409,0.263089025,0.277037233,0.154945424,23006.88284,23014.9043,78.08884905,0.429501015,0.321579218,0.405052907,0.08518152,0.043819349,0.138066474,19330.26476,958.7231377,470.6226061,175577.0712,6681.322428,3184.452881,0.000957475,0.000949626,0.000341563,0.000957475,0.000949626,0.000341563,1.01E-12,1.00E-12,3.24E-13,5.54440403,0.891309665,1.036450876,1.251784828,1.462937607,0.734691494,0.045455542,0.04640368,0.012394436,0.085962676,0.041753735,0.116279635,0.343573967,0.237323374,0.372774353,214.972399,206.5217285,134.3691933,3.741462525,3.737411261,0.080377037,6790.616058,6787.970215,156.812404,0.000957475,0.000949626,0.000341563,0.001034465,0.001026127,0.000367474,8.07381956,8.074404716,0.026893686,35.19404657,35.26656532,0.276972966,21.43694838,20.60552979,3.810282327,23321.83623,23333.01758,439.0491597,26.8259601,26.87859249,1.975260242,56.19585954,56.17301559,5.138336869,5.139791314,5.130862236,0.779437422,15.53313722,8.513493114,10.43157143,6.015165859,0.287569204,0.296407521,0.118495489,1.805410319,0.356672767,0.235744604,0.235744604,0.5450207,0.1829155,2.023253957,0.502241936,0.743113856,30.50465202,23.4044838,7.100168228
OCCH_BA1S,-18.6532,147.70859,OCCH,BA1,S,2251.464805,2251.447266,4.789136087,0.281271606,0.295286864,0.161907389,23005.80777,23014.3125,77.92660922,0.40332502,0.293543577,0.399703362,0.089391339,0.046981279,0.141365195,19742.08746,905.6442057,453.8174201,200923.3021,6474.852268,3119.458496,0.000599048,0.00059203,0.000222465,0.000599048,0.00059203,0.000222465,1.01E-12,1.00E-12,3.67E-13,5.602592998,0.879362888,1.016725739,1.217481534,1.417500827,0.722462389,0.046619028,0.047768813,0.013094368,0.0644958,0.038004741,0.077063335,0.338851127,0.228120312,0.380602586,219.6219798,210.8542175,136.9995069,3.737719873,3.734371424,0.079773228,6794.666504,6794.109375,158.1770886,0.000599048,0.00059203,0.000222465,0.000693841,0.000688886,0.000253778,8.076703422,8.07717514,0.025899918,35.19609784,35.26387596,0.265208943,21.43694838,20.60552979,3.810282327,23322.18818,23332.99219,439.0433276,26.73279436,26.7887001,1.91493995,56.42408403,56.43303299,5.161365382,5.182000205,5.160638332,0.782213448,15.39406649,8.417536524,10.36946064,5.856824557,0.294557428,0.302896708,0.128421379,1.520685474,0.270264942,0.178304179,0.178304179,0.480998496,0.167765924,1.780318247,0.446668714,0.656553123,30.14362335,23.364151,6.779472351
OCCH_BA2F,-18.65213,147.71848,OCCH,BA2,F,2251.623737,2251.570801,4.585422141,0.253674193,0.26193887,0.158066131,23006.56235,23014.16797,75.73874091,0.459519824,0.350076944,0.41791249,0.072361355,0.037668139,0.109462057,33198.37674,1222.290609,572.9335531,311746.9896,8994.190321,4099.762505,0.00096197,0.000956547,0.000341309,0.00096197,0.000956547,0.000341309,1.00E-12,1.00E-12,1.85E-14,7.262175878,0.959296558,1.124513123,1.409582323,1.690488762,0.789422929,0.044517259,0.045160901,0.01094485,0.093878455,0.04190683,0.124745586,0.365689622,0.256277382,0.380770877,211.1393898,202.9036865,131.9018947,3.744765378,3.741830111,0.077905225,6792.373181,6789.859375,153.8101091,0.00096197,0.000956547,0.000341309,0.001038868,0.001033156,0.000366925,8.073346441,8.073610306,0.027329046,35.192725,35.2649231,0.277299613,21.98262862,21.09473991,4.05588836,23315.04898,23327.13672,438.0335337,26.83840913,26.88189411,1.973153649,55.22524846,55.15517426,4.851180032,4.989239059,4.976911545,0.721196186,16.38758956,8.539365239,10.53483889,5.956961102,0.27963676,0.288732618,0.08820764,2.204219368,0.363966061,0.237781518,0.237781518,0.671428508,0.193142204,2.496922255,0.527315338,0.80544185,30.51076126,23.42222977,7.088531494
OCCH_BA2S,-18.6521,147.71846,OCCH,BA2,S,2251.611877,2251.572266,4.554746291,0.27137542,0.282085061,0.165415531,23005.3235,23013.36719,75.629027,0.430882058,0.315642655,0.41850868,0.076124511,0.040924318,0.113196848,33198.37674,1222.290609,572.9335531,311746.9896,8994.190321,4099.762505,0.0006041,0.000595185,0.000223591,0.0006041,0.000595185,0.000223591,1.00E-12,1.00E-12,1.85E-14,7.262175878,0.959296558,1.124513123,1.409582323,1.690488762,0.789422929,0.045604031,0.046488971,0.011477778,0.071228262,0.037823174,0.088571185,0.359676953,0.239664912,0.394511231,215.8233524,207.2492218,134.567985,3.740913192,3.738458395,0.077475623,6796.843038,6795.064453,155.1626768,0.0006041,0.000595185,0.000223591,0.000698689,0.000691593,0.000254543,8.076376274,8.076784134,0.026360381,35.19424565,35.26319885,0.268092626,21.98262862,21.09473991,4.05588836,23315.22808,23326.85938,438.0420075,26.76207564,26.82713795,1.925148473,55.44574505,55.41349792,4.88523463,5.030195524,5.019475937,0.72524567,16.38758956,8.539365239,10.53483889,5.956961102,0.285792887,0.293993592,0.093278821,2.204219368,0.363966061,0.237781518,0.237781518,0.671428508,0.193142204,2.496922255,0.527315338,0.80544185,30.17851639,23.38079071,6.797725677
OCCH_LA1F,-18.66035,147.70267,OCCH,LA1,F,2251.468617,2251.458008,4.83300409,0.263089025,0.277037233,0.154945424,23006.88284,23014.9043,78.08884905,0.429501015,0.321579218,0.405052907,0.08518152,0.043819349,0.138066474,21854.20443,890.1405233,457.2075636,211138.6545,5568.719238,2874.108154,0.000957475,0.000949626,0.000341563,0.000957475,0.000949626,0.000341563,1.01E-12,1.00E-12,3.24E-13,5.826023685,0.892028385,1.036033657,1.20691767,1.385823501,0.724648509,0.045455542,0.04640368,0.012394436,0.085962676,0.041753735,0.116279635,0.343573967,0.237323374,0.372774353,214.972399,206.5217285,134.3691933,3.741462525,3.737411261,0.080377037,6790.616058,6787.970215,156.812404,0.000957475,0.000949626,0.000341563,0.001034465,0.001026127,0.000367474,8.07381956,8.074404716,0.026893686,35.19517063,35.26890755,0.276600207,21.43694838,20.60552979,3.810282327,23321.83623,23333.01758,439.0491597,26.82519394,26.87257004,1.971932705,56.19585954,56.17301559,5.138336869,5.139791314,5.130862236,0.779437422,16.02210511,7.663301097,9.939700233,5.562552505,0.287569204,0.296407521,0.118495489,1.786407351,0.318445022,0.217802448,0.217802448,0.555739522,0.190982069,2.035658108,0.506955614,0.730969661,30.50561523,23.41269684,7.092918396
OCCH_LA1S,-18.66035,147.70267,OCCH,LA1,S,2251.464805,2251.447266,4.789136087,0.281271606,0.295286864,0.161907389,23005.80777,23014.3125,77.92660922,0.40332502,0.293543577,0.399703362,0.089391339,0.046981279,0.141365195,21854.20443,890.1405233,457.2075636,211138.6545,5568.719238,2874.108154,0.000599048,0.00059203,0.000222465,0.000599048,0.00059203,0.000222465,1.01E-12,1.00E-12,3.67E-13,5.826023685,0.892028385,1.036033657,1.20691767,1.385823501,0.724648509,0.046619028,0.047768813,0.013094368,0.0644958,0.038004741,0.077063335,0.338851127,0.228120312,0.380602586,219.6219798,210.8542175,136.9995069,3.737719873,3.734371424,0.079773228,6794.666504,6794.109375,158.1770886,0.000599048,0.00059203,0.000222465,0.000693841,0.000688886,0.000253778,8.076703422,8.07717514,0.025899918,35.19735724,35.26568794,0.263692296,21.43694838,20.60552979,3.810282327,23322.18818,23332.99219,439.0433276,26.72872567,26.79365063,1.913607814,56.42408403,56.43303299,5.161365382,5.182000205,5.160638332,0.782213448,16.02210511,7.663301097,9.939700233,5.562552505,0.294557428,0.302896708,0.128421379,1.786407351,0.318445022,0.217802448,0.217802448,0.555739522,0.190982069,2.035658108,0.506955614,0.730969661,30.17347527,23.36284065,6.810634613
OCDA_BA1D,-18.82591,147.62738,OCDA,BA1,D,2250.964748,2250.629639,5.417268295,0.339654572,0.342788786,0.181444923,23006.78539,23011.0957,89.92971928,0.348450246,0.219664678,0.425781781,0.14580082,0.06796436,0.235418554,7537.233344,697.5916612,357.8921,60739.75043,3591.204074,1826.410007,0.000349944,0.000335117,0.000142324,0.000349944,0.000335117,0.000142324,2.09E-12,1.00E-12,1.73E-11,3.461933772,0.862206651,0.95932579,1.074164391,1.195832531,0.661551131,0.050781479,0.051554948,0.01648214,0.041366715,0.035798643,0.026895101,0.307097218,0.178366765,0.416238771,237.6371644,229.9776459,147.4736973,3.724199675,3.724471807,0.089031352,6798.289441,6807.270996,177.1694153,0.000349944,0.000335117,0.000142324,0.000405397,0.000391749,0.00016078,8.07969634,8.079701424,0.02306991,35.23328638,35.2981739,0.22946602,21.06690717,20.21794128,3.852873151,23347.02587,23353.65039,443.0266482,26.3767596,26.54887199,1.780587303,60.08214789,59.47698975,6.062120843,5.750526159,5.637637615,0.949519748,14.95682134,6.206780487,8.38654942,4.546541479,0.323370693,0.32355389,0.180502326,1.184315681,0.266854056,0.177908782,0.177908782,0.609071268,0.212624608,1.391364296,0.495966269,0.664114892,29.39745712,23.17352676,6.223930359
OCDA_BA1F,-18.82586,147.62712,OCDA,BA1,F,2250.928737,2250.756104,5.728584451,0.257968338,0.270322889,0.149563297,23008.70981,23013.13086,90.74082529,0.342197731,0.244571462,0.307913402,0.114540014,0.047427282,0.213921991,6621.663683,686.9055311,357.4140727,44349.16536,3230.416694,1685.590264,0.000962365,0.000959833,0.000344815,0.000962365,0.000959833,0.000344815,1.86E-12,1.00E-12,1.44E-11,3.236561828,0.872378429,0.961011476,1.065802654,1.175505916,0.668378545,0.046373599,0.046879988,0.014690397,0.078376627,0.040833451,0.106172269,0.263849304,0.170543849,0.280271635,227.5972606,220.9920807,142.1527789,3.731504055,3.730274439,0.091066353,6783.293993,6790.529297,167.0725333,0.000962365,0.000959833,0.000344815,0.001040181,0.001035694,0.000371132,8.073998626,8.074468613,0.025900186,35.22234179,35.30185318,0.285487638,21.06690717,20.21794128,3.852873151,23343.39217,23352.08594,443.4623906,26.71281007,26.87119961,2.013948751,59.07442202,58.64994431,6.118546407,5.563875313,5.46732378,0.958907886,15.48375903,6.71094905,8.984197617,4.922720061,0.295952407,0.302086592,0.149992032,1.679928078,0.499186559,0.342165601,0.342165601,0.667794983,0.255872029,1.815521518,0.64343267,0.845124106,30.52780151,23.21022987,7.31757164
OCDA_BA1S,-18.8259,147.62727,OCDA,BA1,S,2250.934412,2250.747803,5.657648835,0.274472681,0.286022991,0.156106775,23008.13091,23012.52539,90.34718895,0.32207463,0.223784938,0.305299074,0.119067531,0.050621979,0.216880852,7331.961968,698.9321086,358.9837545,56738.09549,3589.55523,1821.737183,0.000600223,0.00059439,0.000224234,0.000600223,0.00059439,0.000224234,1.97E-12,1.00E-12,1.58E-11,3.411827829,0.863945537,0.960533129,1.075134728,1.195911023,0.663843056,0.047528603,0.048250616,0.015564863,0.057704907,0.037098307,0.067974605,0.264386209,0.167746216,0.289003622,232.1247637,225.1575775,144.7451445,3.727538332,3.726186514,0.090124679,6786.599025,6795.002441,169.005139,0.000600223,0.00059439,0.000224234,0.000695966,0.00069362,0.000255847,8.076790152,8.076554298,0.02488108,35.22378846,35.30124092,0.27505688,21.06690717,20.21794128,3.852873151,23343.89209,23352.49414,443.3596155,26.64941556,26.83085632,1.968545474,59.24969254,58.89639282,6.120398216,5.599069916,5.503704071,0.959549154,15.10721503,6.347724226,8.57542536,4.643383132,0.303429401,0.308413804,0.163272867,1.336977495,0.334479428,0.223752171,0.223752171,0.6205525,0.222009934,1.512709008,0.531691733,0.712351362,30.15776253,23.18499184,6.972770691
OCDA_BA2D,-18.81433,147.63724,OCDA,BA2,D,2250.964748,2250.629639,5.417268295,0.339654572,0.342788786,0.181444923,23006.78539,23011.0957,89.92971928,0.348450246,0.219664678,0.425781781,0.14580082,0.06796436,0.235418554,11896.24626,664.8086141,351.1656443,104727.2734,3437.448405,1839.394836,0.000349944,0.000335117,0.000142324,0.000349944,0.000335117,0.000142324,2.09E-12,1.00E-12,1.73E-11,4.352085114,0.853426586,0.944156905,1.047024171,1.159567992,0.650845557,0.050781479,0.051554948,0.01648214,0.041366715,0.035798643,0.026895101,0.307097218,0.178366765,0.416238771,237.6371644,229.9776459,147.4736973,3.724199675,3.724471807,0.089031352,6798.289441,6807.270996,177.1694153,0.000349944,0.000335117,0.000142324,0.000405397,0.000391749,0.00016078,8.07969634,8.079701424,0.02306991,35.23328231,35.29829216,0.230720134,21.06690717,20.21794128,3.852873151,23347.02587,23353.65039,443.0266482,26.38689507,26.5264864,1.782765469,60.08214789,59.47698975,6.062120843,5.750526159,5.637637615,0.949519748,15.71795321,6.217296124,8.548132102,4.541543802,0.323370693,0.32355389,0.180502326,1.237160166,0.188664245,0.129207453,0.129207453,0.590156178,0.200032207,1.598195851,0.444464256,0.588677665,29.3936615,23.17429543,6.219366074
OCDA_BA2S,-18.81448,147.63721,OCDA,BA2,S,2250.934412,2250.747803,5.657648835,0.274472681,0.286022991,0.156106775,23008.13091,23012.52539,90.34718895,0.32207463,0.223784938,0.305299074,0.119067531,0.050621979,0.216880852,11994.71181,670.3097466,353.611067,104225.7977,3527.593804,1866.5016,0.000600223,0.00059439,0.000224234,0.000600223,0.00059439,0.000224234,1.97E-12,1.00E-12,1.58E-11,4.370428138,0.855067121,0.946933051,1.051125182,1.165147265,0.652891762,0.047528603,0.048250616,0.015564863,0.057704907,0.037098307,0.067974605,0.264386209,0.167746216,0.289003622,232.1247637,225.1575775,144.7451445,3.727538332,3.726186514,0.090124679,6786.599025,6795.002441,169.005139,0.000600223,0.00059439,0.000224234,0.000695966,0.00069362,0.000255847,8.076790152,8.076554298,0.02488108,35.22363091,35.29913521,0.274057662,21.06690717,20.21794128,3.852873151,23343.89209,23352.49414,443.3596155,26.64289944,26.82526207,1.973232164,59.24969254,58.89639282,6.120398216,5.599069916,5.503704071,0.959549154,15.76521471,6.23944611,8.557426453,4.566591793,0.303429401,0.308413804,0.163272867,1.316434489,0.210210226,0.142410502,0.142410502,0.589126415,0.200749321,1.652549982,0.451842152,0.600349671,30.15083122,23.18219185,6.968639374
OCDA_FL1D,-18.80592,147.66884,OCDA,FL1,D,2251.438549,2251.196289,5.133279113,0.359192842,0.357992917,0.18898601,23007.94911,23013.30664,86.44193232,0.383437835,0.248859987,0.510388267,0.14873163,0.072432734,0.234273246,7817.211697,816.6879815,379.1110738,68037.6888,3833.862847,1915.912611,0.000346008,0.000332956,0.000139467,0.000346008,0.000332956,0.000139467,1.62E-12,1.00E-12,1.28E-11,3.512382613,0.924977124,1.025430534,1.159689877,1.272792498,0.683459355,0.051360596,0.052404817,0.014434479,0.043335166,0.03643639,0.035437732,0.340119368,0.204419598,0.492075116,232.5483211,224.3446198,144.0524078,3.728004832,3.726878166,0.085922254,6802.402874,6811.704102,175.7093869,0.000346008,0.000332956,0.000139467,0.000401544,0.000390421,0.000158098,8.080285698,8.080602646,0.0231002,35.2333419,35.30283165,0.235153772,20.86877091,19.99845695,3.77723579,23345.04376,23352.03906,441.9488461,26.40600126,26.54783058,1.790062029,59.68649256,59.20101547,5.872902306,5.702400801,5.601386547,0.917963989,13.82965671,5.995593548,7.373513752,4.777615123,0.325427442,0.325255007,0.14922153,1.251656877,0.28747524,0.195349751,0.195349751,0.446527524,0.235045493,1.381938815,0.558690468,0.682202412,29.40236282,23.1962204,6.206142426
OCDA_FL1F,-18.80615,147.66856,OCDA,FL1,F,2251.329695,2251.229248,5.420879223,0.270396535,0.283324569,0.149645502,23009.27581,23014.39844,86.70698341,0.358823281,0.256562233,0.32811869,0.112283544,0.050527446,0.199163275,4718.731174,715.7717285,345.4503581,28331.55892,3137.773844,1589.344035,0.000958742,0.000952056,0.000342987,0.000958742,0.000952056,0.000342987,1.52E-12,1.00E-12,1.10E-11,2.690658357,0.896037797,0.980457147,1.087646299,1.179396298,0.662059102,0.046720423,0.047579404,0.013124236,0.074936851,0.040561654,0.102841242,0.283918704,0.187518328,0.300697831,222.8672679,215.7187347,139.1063292,3.735035369,3.733560801,0.087482541,6787.354763,6793.691406,165.8055849,0.000958742,0.000952056,0.000342987,0.001036456,0.001028744,0.000369338,8.074664785,8.075327873,0.025984791,35.22256001,35.30187035,0.282587804,20.86877091,19.99845695,3.77723579,23340.32266,23349.67969,442.2284494,26.70379705,26.84828949,2.019857161,58.55824898,58.20492172,5.803367712,5.496599063,5.432436943,0.908271216,13.82966338,6.358344714,7.825520198,5.030058225,0.297784849,0.304796278,0.12654931,1.577253779,0.591218342,0.399426311,0.399426311,0.559598068,0.29195167,1.638292922,0.721885317,0.884265396,30.51136398,23.23331261,7.278051376
OCDA_FL1S,-18.80575,147.66862,OCDA,FL1,S,2251.346469,2251.230957,5.354705399,0.290069031,0.303397745,0.15892018,23008.80787,23013.89063,86.42957029,0.343288416,0.23971945,0.339620075,0.11828401,0.054394584,0.205031634,7748.81288,804.0415582,374.60672,63585.70226,3966.705512,1950.134576,0.000596752,0.00059309,0.00022204,0.000596752,0.00059309,0.00022204,1.57E-12,1.00E-12,1.19E-11,3.503620863,0.913081699,1.014707261,1.152628885,1.269154575,0.67886679,0.048051083,0.049348976,0.013896939,0.055091755,0.03712162,0.062003866,0.288212179,0.187896192,0.324398103,227.568477,219.9962769,141.7917957,3.731025195,3.729089737,0.086715919,6790.700713,6800.420898,167.5539812,0.000596752,0.00059309,0.00022204,0.000692574,0.000690315,0.000253824,8.077489628,8.077331543,0.024944176,35.22403175,35.300354,0.273002407,20.86877091,19.99845695,3.77723579,23341.08331,23350.09766,442.17353,26.66109489,26.82079887,1.983106864,58.77059702,58.48177338,5.856971735,5.53757156,5.469542027,0.915380752,13.82966116,6.110528416,7.414078236,4.859804736,0.305523017,0.312099874,0.136786174,1.334142619,0.325628402,0.218452258,0.218452258,0.448826508,0.23221984,1.455472893,0.561676237,0.701002532,30.16976929,23.2090683,6.960700989
OCDA_FR1B,-18.81966,147.66394,OCDA,FR1,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6664.146701,1156.028334,494.8826328,47913.82813,5161.270399,2320.674886,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.257433759,1.062835998,1.203019381,1.367957552,1.513481299,0.766605715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8294664,5.921871609,7.16353231,4.659777694,NA,NA,NA,0.799919559,0.208273134,NA,NA,0.46672121,0.276307662,1.258834614,0.630459176,0.782576362,NA,NA,NA
OCDA_FR1D,-18.81966,147.66394,OCDA,FR1,D,2250.964748,2250.629639,5.417268295,0.339654572,0.342788786,0.181444923,23006.78539,23011.0957,89.92971928,0.348450246,0.219664678,0.425781781,0.14580082,0.06796436,0.235418554,6664.146701,1156.028334,494.8826328,47913.82813,5161.270399,2320.674886,0.000349944,0.000335117,0.000142324,0.000349944,0.000335117,0.000142324,2.09E-12,1.00E-12,1.73E-11,3.257433759,1.062835998,1.203019381,1.367957552,1.513481299,0.766605715,0.050781479,0.051554948,0.01648214,0.041366715,0.035798643,0.026895101,0.307097218,0.178366765,0.416238771,237.6371644,229.9776459,147.4736973,3.724199675,3.724471807,0.089031352,6798.289441,6807.270996,177.1694153,0.000349944,0.000335117,0.000142324,0.000405397,0.000391749,0.00016078,8.07969634,8.079701424,0.02306991,35.23460003,35.30270576,0.235944242,21.06690717,20.21794128,3.852873151,23347.02587,23353.65039,443.0266482,26.41458788,26.57743549,1.801584456,60.08214789,59.47698975,6.062120843,5.750526159,5.637637615,0.949519748,13.8294664,5.921871609,7.16353231,4.659777694,0.323370693,0.32355389,0.180502326,0.799919559,0.208273134,0.135987291,0.135987291,0.46672121,0.276307662,1.258834614,0.630459176,0.782576362,29.37706947,23.18478203,6.192287445
